stock_name,stock_code,trade_date,open,close,high,low,volume,amount,pct_w,pct_chg,amount_chg,exchg,MA_5,MA_10,MA_20,MA_60,EMA_5,EMA_10,EMA_20,EMA_60,RSI,DIF,DEA,ATR,OBV
宝武镁业,002182,2025-01-14,10.86,11.81,12.0,10.79,607982,703559833.64,11.1,8.35,0.91,7.81,10.978,10.914,11.379,,11.158,11.131,11.28,,55.946,-0.114,-0.069,0.565,-2096211.0
奥特佳,002239,2025-01-14,2.81,2.98,2.98,2.81,1204036,351449333.06,6.05,6.05,0.17,3.71,2.874,2.897,3.138,,2.897,2.94,3.034,,44.619,-0.097,-0.065,0.152,-11353075.0
星网锐捷,002396,2025-01-14,17.72,18.98,18.98,17.5,137007,255080916.21,8.59,10.16,1.75,2.35,18.226,17.951,18.381,,18.194,18.173,18.164,,55.012,0.052,0.084,1.017,-340947.0
崇达技术,002815,2025-01-14,9.81,10.63,10.63,9.6,708377,742208689.1,10.67,10.16,0.98,11.05,9.926,9.71,10.059,,10.039,9.952,9.989,,56.437,-0.037,-0.048,0.56,3061552.0
奥士康,002913,2025-01-14,23.62,24.2,24.56,23.13,162667,397378970.46,6.05,2.46,0.58,6.14,22.664,22.419,23.689,,23.081,22.996,23.341,,53.099,-0.436,-0.456,1.185,280833.0
电连技术,300679,2025-01-14,55.53,58.28,59.03,54.83,68076,395459247.0,7.57,5.05,2.8,1.9,56.016,55.51,56.632,,56.361,56.156,55.997,,57.081,0.576,0.892,2.966,701978.0
依顿电子,603328,2025-01-14,8.63,9.14,9.15,8.55,239268,218729136.0,6.97,6.16,0.53,2.4,8.862,8.905,9.472,,8.915,9.033,9.218,,47.261,-0.176,-0.09,0.439,-211830.0
至纯科技,603690,2025-01-14,23.39,24.28,24.28,23.2,93480,224340802.0,4.65,4.48,1.04,2.42,23.448,23.623,24.856,,23.688,23.943,24.637,,42.054,-0.892,-0.839,0.956,496008.0
国茂股份,603915,2025-01-14,11.37,12.27,12.31,11.37,214106,261877446.0,8.19,6.88,0.79,3.26,11.518,11.197,11.6,,11.631,11.51,11.6,,56.448,-0.088,-0.102,0.7,1915400.0
秦川机床,000837,2025-01-15,9.38,9.42,9.5,9.28,248374,234183795.74,2.32,-0.53,-0.05,2.47,8.974,8.635,8.997,,9.063,8.929,9.018,,53.729,-0.134,-0.195,0.426,1657769.0
宝武镁业,002182,2025-01-15,11.81,11.74,12.27,11.67,472532,564298611.6,5.08,-0.59,-0.07,6.07,11.2,10.965,11.374,,11.352,11.241,11.324,,54.842,-0.059,-0.067,0.568,-2568743.0
奥特佳,002239,2025-01-15,2.97,2.95,2.99,2.92,739213,217906097.6,2.35,-1.01,-0.03,2.28,2.892,2.887,3.109,,2.914,2.942,3.026,,43.471,-0.091,-0.07,0.146,-12092288.0
星网锐捷,002396,2025-01-15,19.38,19.63,20.15,19.25,524833,1050531061.5,4.74,3.42,0.65,9.0,18.454,18.04,18.5,,18.673,18.438,18.303,,58.396,0.164,0.1,1.028,183886.0
崇达技术,002815,2025-01-15,10.69,10.52,10.82,10.47,609488,653891759.73,3.29,-1.03,-0.11,9.51,10.192,9.754,10.092,,10.199,10.055,10.04,,55.167,0.011,-0.037,0.545,2452064.0
奥士康,002913,2025-01-15,23.92,23.25,24.01,23.1,92177,222279396.0,3.76,-3.93,-0.95,3.48,23.01,22.393,23.654,,23.138,23.042,23.332,,48.031,-0.388,-0.442,1.179,188656.0
电连技术,300679,2025-01-15,58.08,57.93,58.85,57.15,34620,202637756.0,2.92,-0.6,-0.35,0.97,56.43,55.38,56.697,,56.884,56.478,56.181,,56.019,0.673,0.848,2.876,667358.0
依顿电子,603328,2025-01-15,9.1,9.12,9.2,9.04,151549,141291490.0,1.75,-0.22,-0.02,1.52,8.934,8.851,9.458,,8.983,9.049,9.209,,46.985,-0.16,-0.104,0.419,-363379.0
至纯科技,603690,2025-01-15,24.1,23.89,24.17,23.67,69927,167444177.0,2.06,-1.61,-0.39,1.81,23.596,23.506,24.777,,23.755,23.933,24.566,,39.53,-0.842,-0.84,0.931,426081.0
国茂股份,603915,2025-01-15,12.29,12.45,12.7,12.2,223146,283315687.0,4.07,1.47,0.18,3.4,11.834,11.294,11.627,,11.904,11.681,11.681,,58.017,-0.008,-0.084,0.686,2138546.0
秦川机床,000837,2025-01-16,9.48,9.4,9.63,9.26,224418,212540803.0,3.93,-0.21,-0.02,2.23,9.124,8.707,8.996,,9.175,9.015,9.055,,53.386,-0.087,-0.173,0.422,1433351.0
宝武镁业,002182,2025-01-16,11.89,11.66,11.97,11.51,298635,351532517.44,3.92,-0.68,-0.08,3.84,11.372,11.051,11.363,,11.455,11.318,11.356,,53.542,-0.022,-0.058,0.56,-2867378.0
奥特佳,002239,2025-01-16,2.98,2.99,3.04,2.94,838043,250678464.26,3.39,1.36,0.04,2.58,2.91,2.889,3.063,,2.94,2.95,3.022,,45.485,-0.082,-0.072,0.143,-11254245.0
星网锐捷,002396,2025-01-16,19.75,19.66,20.12,19.32,333827,664421973.62,4.08,0.15,0.03,5.72,18.64,18.228,18.605,,19.002,18.66,18.432,,58.551,0.253,0.131,1.012,517713.0
崇达技术,002815,2025-01-16,10.6,10.51,10.75,10.41,363413,388111029.06,3.23,-0.1,-0.01,5.67,10.27,9.842,10.119,,10.303,10.138,10.084,,55.045,0.047,-0.02,0.531,2088651.0
奥士康,002913,2025-01-16,23.45,23.3,23.8,23.15,68273,163866582.0,2.8,0.22,0.05,2.58,23.158,22.491,23.609,,23.192,23.089,23.329,,48.311,-0.342,-0.422,1.141,256929.0
电连技术,300679,2025-01-16,58.11,55.4,58.41,55.19,76132,432514381.0,5.56,-4.37,-2.53,2.13,56.604,55.407,56.593,,56.389,56.282,56.107,,48.929,0.54,0.786,2.9,591226.0
依顿电子,603328,2025-01-16,9.18,9.09,9.29,9.04,156032,145888307.0,2.74,-0.33,-0.03,1.56,8.942,8.87,9.426,,9.019,9.056,9.198,,46.544,-0.148,-0.113,0.407,-519411.0
至纯科技,603690,2025-01-16,24.05,23.92,24.42,23.66,56953,137265611.0,3.18,0.13,0.03,1.48,23.732,23.504,24.688,,23.81,23.931,24.504,,39.829,-0.791,-0.83,0.919,483034.0
国茂股份,603915,2025-01-16,12.45,12.15,12.6,12.11,180601,227148139.0,3.94,-2.41,-0.3,2.75,11.956,11.395,11.646,,11.986,11.766,11.725,,54.493,0.031,-0.061,0.672,1957945.0
秦川机床,000837,2025-01-17,9.31,9.37,9.56,9.3,189073,178803008.8,2.77,-0.32,-0.03,1.88,9.282,8.823,8.991,,9.24,9.079,9.085,,52.843,-0.052,-0.149,0.41,1244278.0
宝武镁业,002182,2025-01-17,11.63,11.58,11.77,11.53,198893,232143138.24,2.06,-0.69,-0.08,2.55,11.538,11.142,11.349,,11.496,11.365,11.377,,52.209,0.001,-0.046,0.537,-3066271.0
奥特佳,002239,2025-01-17,2.98,2.99,3.01,2.96,629445,187854781.81,1.67,0.0,0.0,1.94,2.944,2.904,3.028,,2.956,2.958,3.019,,45.485,-0.074,-0.073,0.136,-11254245.0
星网锐捷,002396,2025-01-17,19.63,19.64,19.81,19.33,243098,482239799.72,2.44,-0.1,-0.02,4.17,19.028,18.501,18.62,,19.215,18.839,18.547,,58.395,0.318,0.168,0.974,274615.0
崇达技术,002815,2025-01-17,10.48,10.74,11.03,10.44,709966,773585157.06,5.61,2.19,0.23,11.08,10.41,10.002,10.143,,10.449,10.247,10.147,,57.367,0.093,0.003,0.535,2798617.0
奥士康,002913,2025-01-17,23.15,24.13,24.51,23.08,120870,297075700.31,6.14,3.56,0.83,4.56,23.7,22.756,23.56,,23.504,23.279,23.406,,52.846,-0.236,-0.385,1.162,377799.0
电连技术,300679,2025-01-17,55.16,56.13,56.34,54.58,61798,346895691.0,3.18,1.32,0.73,1.73,56.644,55.731,56.632,,56.303,56.255,56.109,,50.861,0.487,0.726,2.819,653024.0
依顿电子,603328,2025-01-17,9.05,9.85,10.02,9.01,683130,678642803.0,11.11,8.36,0.76,6.84,9.162,8.995,9.432,,9.296,9.201,9.26,,57.429,-0.076,-0.106,0.45,163719.0
至纯科技,603690,2025-01-17,23.82,24.23,24.55,23.73,76559,185816563.0,3.43,1.3,0.31,1.99,23.912,23.616,24.612,,23.95,23.985,24.478,,42.969,-0.717,-0.807,0.912,559593.0
国茂股份,603915,2025-01-17,12.15,12.35,12.76,12.09,157646,199869141.0,5.51,1.65,0.2,2.4,12.14,11.588,11.68,,12.107,11.872,11.785,,56.395,0.077,-0.033,0.672,2115591.0
